"VISAE06","id","eventname","component","ACTION","target","objecttable","objectid","crud","edulevel","contextid","contextlevel","contextinstanceid","userid","courseid","relateduserid","anonymous","timecreated","origin","ip","realuserid"
"ECBTI42","10561515","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544653322","web","181.135.96.79","\N"
"ECBTI42","10561893","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544653423","web","181.135.96.79","\N"
"ECBTI42","10563276","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544653877","web","181.135.96.79","\N"
"ECBTI42","10569742","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544655557","web","181.135.96.79","\N"
"ECBTI42","10569765","\\mod_page\\event\\course_module_viewed","mod_page","viewed","course_module","page","455","r","2","4984","70","4382","512812","99","\N","0","1544655565","web","181.135.96.79","\N"
"ECBTI42","10570324","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544655717","web","181.135.96.79","\N"
"ECBTI42","10570338","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544655721","web","181.135.96.79","\N"
"ECBTI42","10571116","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","353056","c","2","4997","70","4395","512812","99","\N","0","1544655976","web","181.135.96.79","\N"
"ECBTI42","10571117","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","353056","c","2","4997","70","4395","512812","99","\N","0","1544655976","web","181.135.96.79","\N"
"ECBTI42","10571126","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544655980","web","181.135.96.79","\N"
"ECBTI42","10571172","\\mod_assign\\event\\submission_status_viewed","mod_assign","viewed","submission_status","\N","\N","r","0","5015","70","4413","512812","99","\N","0","1544655996","web","181.135.96.79","\N"
"ECBTI42","10571187","\\mod_assign\\event\\submission_form_viewed","mod_assign","viewed","submission_form","\N","\N","r","0","5015","70","4413","512812","99","512812","0","1544656001","web","181.135.96.79","\N"
"ECBTI42","10571238","\\assignsubmission_file\\event\\assessable_uploaded","assignsubmission_file","uploaded","assessable","assign_submission","72114","c","2","5015","70","4413","512812","99","\N","0","1544656023","web","181.135.96.79","\N"
"ECBTI42","10571239","\\assignsubmission_file\\event\\submission_created","assignsubmission_file","created","submission","assignsubmission_file","30530","c","2","5015","70","4413","512812","99","512812","0","1544656023","web","181.135.96.79","\N"
"ECBTI42","10571240","\\mod_assign\\event\\assessable_submitted","mod_assign","submitted","assessable","assign_submission","72114","u","2","5015","70","4413","512812","99","\N","0","1544656023","web","181.135.96.79","\N"
"ECBTI42","10571243","\\mod_assign\\event\\submission_status_viewed","mod_assign","viewed","submission_status","\N","\N","r","0","5015","70","4413","512812","99","\N","0","1544656024","web","181.135.96.79","\N"
"ECBTI42","10571555","\\mod_assign\\event\\submission_status_viewed","mod_assign","viewed","submission_status","\N","\N","r","0","5015","70","4413","512812","99","\N","0","1544656127","web","181.135.96.79","\N"
"ECBTI42","10571615","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544656151","web","181.135.96.79","\N"
"ECBTI42","10571652","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544656162","web","181.135.96.79","\N"
"ECBTI42","10571765","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","353056","c","2","4997","70","4395","512812","99","\N","0","1544656200","web","181.135.96.79","\N"
"ECBTI42","10571766","\\mod_forum\\event\\post_updated","mod_forum","updated","post","forum_posts","353056","u","2","4997","70","4395","512812","99","\N","0","1544656200","web","181.135.96.79","\N"
"ECACEN21","1401587","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","65","r","2","654","70","392","512812","119","\N","0","1536030336","web","181.135.96.79","\N"
"ECBTI42","10571781","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544656203","web","181.135.96.79","\N"
"ECBTI42","10572845","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","353056","c","2","4997","70","4395","512812","99","\N","0","1544656530","web","181.135.96.79","\N"
"ECBTI42","10572846","\\mod_forum\\event\\post_updated","mod_forum","updated","post","forum_posts","353056","u","2","4997","70","4395","512812","99","\N","0","1544656530","web","181.135.96.79","\N"
"ECBTI42","10572858","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544656533","web","181.135.96.79","\N"
"ECBTI42","10573055","\\mod_assign\\event\\submission_status_viewed","mod_assign","viewed","submission_status","\N","\N","r","0","5015","70","4413","512812","99","\N","0","1544656597","web","181.135.96.79","\N"
"ECBTI42","10573072","\\mod_assign\\event\\submission_form_viewed","mod_assign","viewed","submission_form","\N","\N","r","0","5015","70","4413","512812","99","512812","0","1544656602","web","181.135.96.79","\N"
"ECBTI42","10573183","\\assignsubmission_file\\event\\assessable_uploaded","assignsubmission_file","uploaded","assessable","assign_submission","72114","c","2","5015","70","4413","512812","99","\N","0","1544656628","web","181.135.96.79","\N"
"ECBTI42","10573184","\\assignsubmission_file\\event\\submission_updated","assignsubmission_file","updated","submission","assignsubmission_file","30530","u","2","5015","70","4413","512812","99","512812","0","1544656628","web","181.135.96.79","\N"
"ECBTI42","10573185","\\mod_assign\\event\\assessable_submitted","mod_assign","submitted","assessable","assign_submission","72114","u","2","5015","70","4413","512812","99","\N","0","1544656628","web","181.135.96.79","\N"
"ECBTI42","10573189","\\mod_assign\\event\\submission_status_viewed","mod_assign","viewed","submission_status","\N","\N","r","0","5015","70","4413","512812","99","\N","0","1544656629","web","181.135.96.79","\N"
"ECBTI42","10573632","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544656759","web","181.135.96.79","\N"
"ECBTI42","10573639","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544656760","web","181.135.96.79","\N"
"ECBTI42","10573669","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544656766","web","181.135.96.79","\N"
"ECBTI42","10573679","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544656769","web","181.135.96.79","\N"
"ECBTI42","10573765","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544656788","web","181.135.96.79","\N"
"ECBTI42","10573772","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544656789","web","181.135.96.79","\N"
"ECBTI42","10573804","\\mod_assign\\event\\submission_status_viewed","mod_assign","viewed","submission_status","\N","\N","r","0","5015","70","4413","512812","99","\N","0","1544656799","web","181.135.96.79","\N"
"ECBTI42","10573992","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544656848","web","181.135.96.79","\N"
"ECBTI42","10573995","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544656850","web","181.135.96.79","\N"
"ECBTI42","10574023","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544656855","web","181.135.96.79","\N"
"ECBTI42","10574038","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544656858","web","181.135.96.79","\N"
"ECBTI42","10574782","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544657091","web","181.135.96.79","\N"
"ECBTI42","10574789","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544657092","web","181.135.96.79","\N"
"ECBTI42","10574815","\\mod_assign\\event\\submission_status_viewed","mod_assign","viewed","submission_status","\N","\N","r","0","4232","70","3657","512812","37","\N","0","1544657101","web","181.135.96.79","\N"
"ECBTI42","10575044","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544657166","web","181.135.96.79","\N"
"ECBTI42","10575050","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544657168","web","181.135.96.79","\N"
"ECBTI42","10575073","\\gradereport_user\\event\\grade_report_viewed","gradereport_user","viewed","grade_report","\N","\N","r","2","135","50","99","512812","99","512812","0","1544657173","web","181.135.96.79","\N"
"ECBTI42","10575700","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544657348","web","181.135.96.79","\N"
"ECBTI42","10575708","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544657349","web","181.135.96.79","\N"
"ECBTI42","10575727","\\gradereport_user\\event\\grade_report_viewed","gradereport_user","viewed","grade_report","\N","\N","r","2","73","50","37","512812","37","512812","0","1544657355","web","181.135.96.79","\N"
"ECBTI42","10977920","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1545249785","web","181.135.96.79","\N"
"ECBTI42","10977922","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1545249787","web","181.135.96.79","\N"
"ECBTI42","10977930","\\gradereport_user\\event\\grade_report_viewed","gradereport_user","viewed","grade_report","\N","\N","r","2","135","50","99","512812","99","512812","0","1545249800","web","181.135.96.79","\N"
"ECBTI42","10978026","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1545249908","web","181.135.96.79","\N"
"ECBTI42","10978029","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1545249910","web","181.135.96.79","\N"
"ECBTI42","10978040","\\gradereport_user\\event\\grade_report_viewed","gradereport_user","viewed","grade_report","\N","\N","r","2","73","50","37","512812","37","512812","0","1545249919","web","181.135.96.79","\N"
"ECBTI42","10978070","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1545249945","web","181.135.96.79","\N"
"ECBTI42","10978072","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1545249946","web","181.135.96.79","\N"
"ECBTI42","10978084","\\gradereport_user\\event\\grade_report_viewed","gradereport_user","viewed","grade_report","\N","\N","r","2","73","50","37","512812","37","512812","0","1545249956","web","181.135.96.79","\N"
"ECACEN21","489440","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1535327310","web","181.135.96.79","\N"
"ECACEN21","489443","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1535327311","web","181.135.96.79","\N"
"ECACEN21","489458","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","56","r","2","634","70","372","512812","119","\N","0","1535327321","web","181.135.96.79","\N"
"ECACEN21","489459","\\core\\event\\course_module_completion_updated","core","updated","course_module_completion","course_modules_completion","34393","u","2","634","70","372","512812","119","512812","0","1535327321","web","181.135.96.79","\N"
"ECACEN21","489460","\\core\\event\\course_module_completion_updated","core","updated","course_module_completion","course_modules_completion","34393","u","2","634","70","372","512812","119","512812","0","1535327321","web","181.135.96.79","\N"
"ECACEN21","489495","\\mod_page\\event\\course_module_viewed","mod_page","viewed","course_module","page","37","r","2","635","70","373","512812","119","\N","0","1535327349","web","181.135.96.79","\N"
"ECACEN21","489496","\\core\\event\\course_module_completion_updated","core","updated","course_module_completion","course_modules_completion","34395","u","2","635","70","373","512812","119","512812","0","1535327349","web","181.135.96.79","\N"
"ECACEN21","489497","\\core\\event\\course_module_completion_updated","core","updated","course_module_completion","course_modules_completion","34395","u","2","635","70","373","512812","119","512812","0","1535327349","web","181.135.96.79","\N"
"ECACEN21","489514","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","57","r","2","636","70","374","512812","119","\N","0","1535327357","web","181.135.96.79","\N"
"ECACEN21","489515","\\core\\event\\course_module_completion_updated","core","updated","course_module_completion","course_modules_completion","34396","u","2","636","70","374","512812","119","512812","0","1535327357","web","181.135.96.79","\N"
"ECACEN21","489516","\\core\\event\\course_module_completion_updated","core","updated","course_module_completion","course_modules_completion","34396","u","2","636","70","374","512812","119","512812","0","1535327357","web","181.135.96.79","\N"
"ECACEN21","489546","\\core\\event\\course_module_completion_updated","core","updated","course_module_completion","course_modules_completion","34400","u","2","637","70","375","512812","119","512812","0","1535327377","web","181.135.96.79","\N"
"ECACEN21","489547","\\core\\event\\course_module_completion_updated","core","updated","course_module_completion","course_modules_completion","34400","u","2","637","70","375","512812","119","512812","0","1535327377","web","181.135.96.79","\N"
"ECACEN21","489548","\\mod_choice\\event\\course_module_viewed","mod_choice","viewed","course_module","choice","7","r","2","637","70","375","512812","119","\N","0","1535327377","web","181.135.96.79","\N"
"ECACEN21","489550","\\mod_choice\\event\\answer_submitted","mod_choice","submitted","answer","choice","7","c","2","637","70","375","512812","119","\N","0","1535327381","web","181.135.96.79","\N"
"ECACEN21","489554","\\mod_choice\\event\\course_module_viewed","mod_choice","viewed","course_module","choice","7","r","2","637","70","375","512812","119","\N","0","1535327382","web","181.135.96.79","\N"
"ECACEN21","489561","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","62","r","2","639","70","377","512812","119","\N","0","1535327385","web","181.135.96.79","\N"
"ECACEN21","489566","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","1520","r","2","639","70","377","512812","119","\N","0","1535327388","web","181.135.96.79","\N"
"ECACEN21","489591","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","63","r","2","640","70","378","512812","119","\N","0","1535327413","web","181.135.96.79","\N"
"ECACEN21","489607","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","1524","r","2","640","70","378","512812","119","\N","0","1535327416","web","181.135.96.79","\N"
"ECACEN21","489637","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","7931","c","2","640","70","378","512812","119","\N","0","1535327438","web","181.135.96.79","\N"
"ECACEN21","489638","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","7931","c","2","640","70","378","512812","119","\N","0","1535327438","web","181.135.96.79","\N"
"ECACEN21","489649","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","1524","r","2","640","70","378","512812","119","\N","0","1535327440","web","181.135.96.79","\N"
"ECACEN21","489657","\\core\\event\\user_profile_viewed","core","viewed","user_profile","user","512812","r","0","155","50","119","512812","119","512812","0","1535327445","web","181.135.96.79","\N"
"ECACEN21","489736","\\core\\event\\user_updated","core","updated","user","user","512812","u","0","14176","30","512812","512812","0","512812","0","1535327469","web","181.135.96.79","\N"
"ECACEN21","489764","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1535327477","web","181.135.96.79","\N"
"ECACEN21","489768","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1535327478","web","181.135.96.79","\N"
"ECACEN21","489791","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","63","r","2","640","70","378","512812","119","\N","0","1535327483","web","181.135.96.79","\N"
"ECACEN21","489807","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","1524","r","2","640","70","378","512812","119","\N","0","1535327487","web","181.135.96.79","\N"
"ECACEN21","489826","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1535327501","web","181.135.96.79","\N"
"ECACEN21","489830","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1535327502","web","181.135.96.79","\N"
"ECACEN21","489843","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","63","r","2","640","70","378","512812","119","\N","0","1535327507","web","181.135.96.79","\N"
"ECACEN21","489847","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","1522","r","2","640","70","378","512812","119","\N","0","1535327511","web","181.135.96.79","\N"
"ECACEN21","489862","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1535327520","web","181.135.96.79","\N"
"ECACEN21","489869","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1535327524","web","181.135.96.79","\N"
"ECACEN21","489872","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","63","r","2","640","70","378","512812","119","\N","0","1535327528","web","181.135.96.79","\N"
"ECACEN21","489883","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","1521","r","2","640","70","378","512812","119","\N","0","1535327532","web","181.135.96.79","\N"
"ECACEN21","1150085","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1535859546","web","181.135.96.79","\N"
"ECACEN21","1150087","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1535859547","web","181.135.96.79","\N"
"ECACEN21","1150107","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","65","r","2","654","70","392","512812","119","\N","0","1535859556","web","181.135.96.79","\N"
"ECACEN21","1150112","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","1542","r","2","654","70","392","512812","119","\N","0","1535859559","web","181.135.96.79","\N"
"ECACEN21","1239280","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1535938636","web","181.135.96.79","\N"
"ECACEN21","1239285","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1535938640","web","181.135.96.79","\N"
"ECACEN21","1239300","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","65","r","2","654","70","392","512812","119","\N","0","1535938647","web","181.135.96.79","\N"
"ECACEN21","1239312","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","1542","r","2","654","70","392","512812","119","\N","0","1535938650","web","181.135.96.79","\N"
"ECACEN21","1401503","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1536030321","web","181.135.96.79","\N"
"ECACEN21","1401604","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","1542","r","2","654","70","392","512812","119","\N","0","1536030340","web","181.135.96.79","\N"
"ECACEN21","1695628","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1536179649","web","190.29.114.169","\N"
"ECACEN21","1695632","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1536179650","web","190.29.114.169","\N"
"ECACEN21","1695656","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","65","r","2","654","70","392","512812","119","\N","0","1536179655","web","190.29.114.169","\N"
"ECACEN21","1695665","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","1542","r","2","654","70","392","512812","119","\N","0","1536179658","web","190.29.114.169","\N"
"ECACEN21","1695973","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","59","r","2","655","70","393","512812","119","\N","0","1536179751","web","190.29.114.169","\N"
"ECACEN21","1708751","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","59","r","2","655","70","393","512812","119","\N","0","1536183187","web","190.29.114.169","\N"
"ECACEN21","1798584","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1536200667","web","181.135.96.79","\N"
"ECACEN21","1798594","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1536200668","web","181.135.96.79","\N"
"ECACEN21","1798792","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1536200693","web","181.135.96.79","\N"
"ECACEN21","1798845","\\gradereport_user\\event\\grade_report_viewed","gradereport_user","viewed","grade_report","\N","\N","r","2","155","50","119","512812","119","512812","0","1536200702","web","181.135.96.79","\N"
"ECACEN21","2023921","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1536442035","web","181.135.96.79","\N"
"ECACEN21","2023923","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1536442036","web","181.135.96.79","\N"
"ECACEN21","2023934","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","66","r","2","656","70","394","512812","119","\N","0","1536442063","web","181.135.96.79","\N"
"ECACEN21","2023942","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","6207","r","2","656","70","394","512812","119","\N","0","1536442069","web","181.135.96.79","\N"
"ECACEN21","2023987","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","60","r","2","657","70","395","512812","119","\N","0","1536442122","web","181.135.96.79","\N"
"ECACEN21","2024096","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","66","r","2","656","70","394","512812","119","\N","0","1536442226","web","181.135.96.79","\N"
"ECACEN21","2024102","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","6207","r","2","656","70","394","512812","119","\N","0","1536442230","web","181.135.96.79","\N"
"ECACEN21","2024558","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","51350","c","2","656","70","394","512812","119","\N","0","1536442753","web","181.135.96.79","\N"
"ECACEN21","2024559","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","51350","c","2","656","70","394","512812","119","\N","0","1536442753","web","181.135.96.79","\N"
"ECACEN21","2024562","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","6207","r","2","656","70","394","512812","119","\N","0","1536442757","web","181.135.96.79","\N"
"ECACEN21","2339760","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1536804363","web","181.135.96.79","\N"
"ECACEN21","2339764","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1536804364","web","181.135.96.79","\N"
"ECACEN21","2339789","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","66","r","2","656","70","394","512812","119","\N","0","1536804373","web","181.135.96.79","\N"
"ECACEN21","2339805","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","6207","r","2","656","70","394","512812","119","\N","0","1536804377","web","181.135.96.79","\N"
"ECACEN21","2340124","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","62623","c","2","656","70","394","512812","119","\N","0","1536804519","web","181.135.96.79","\N"
"ECACEN21","2340125","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","62623","c","2","656","70","394","512812","119","\N","0","1536804519","web","181.135.96.79","\N"
"ECACEN21","2340135","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","6207","r","2","656","70","394","512812","119","\N","0","1536804522","web","181.135.96.79","\N"
"ECACEN21","2537244","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1537063476","web","181.135.96.79","\N"
"ECACEN21","2537246","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1537063477","web","181.135.96.79","\N"
"ECACEN21","2537259","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","66","r","2","656","70","394","512812","119","\N","0","1537063489","web","181.135.96.79","\N"
"ECACEN21","2537266","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","6207","r","2","656","70","394","512812","119","\N","0","1537063493","web","181.135.96.79","\N"
"ECACEN21","2537306","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","59","r","2","655","70","393","512812","119","\N","0","1537063553","web","181.135.96.79","\N"
"ECACEN21","2537320","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","60","r","2","657","70","395","512812","119","\N","0","1537063560","web","181.135.96.79","\N"
"ECACEN21","2537672","\\mod_page\\event\\course_module_viewed","mod_page","viewed","course_module","page","38","r","2","645","70","383","512812","119","\N","0","1537063997","web","181.135.96.79","\N"
"ECACEN21","2537739","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","60","r","2","657","70","395","512812","119","\N","0","1537064060","web","181.135.96.79","\N"
"ECACEN21","2537757","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","66","r","2","656","70","394","512812","119","\N","0","1537064076","web","181.135.96.79","\N"
"ECACEN21","2537760","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","6207","r","2","656","70","394","512812","119","\N","0","1537064080","web","181.135.96.79","\N"
"ECACEN21","2537814","\\mod_page\\event\\course_module_viewed","mod_page","viewed","course_module","page","38","r","2","645","70","383","512812","119","\N","0","1537064140","web","181.135.96.79","\N"
"ECACEN21","2560352","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1537123935","web","181.135.96.79","\N"
"ECACEN21","2560353","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1537123936","web","181.135.96.79","\N"
"ECACEN21","2560369","\\mod_page\\event\\course_module_viewed","mod_page","viewed","course_module","page","38","r","2","645","70","383","512812","119","\N","0","1537123963","web","181.135.96.79","\N"
"ECACEN21","2560459","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","60","r","2","657","70","395","512812","119","\N","0","1537124064","web","181.135.96.79","\N"
"ECACEN21","2560846","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","66","r","2","656","70","394","512812","119","\N","0","1537124650","web","181.135.96.79","\N"
"ECACEN21","2560849","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","6207","r","2","656","70","394","512812","119","\N","0","1537124653","web","181.135.96.79","\N"
"ECACEN21","2564744","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1537130232","web","181.135.96.79","\N"
"ECACEN21","2564746","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1537130233","web","181.135.96.79","\N"
"ECACEN21","2564750","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","66","r","2","656","70","394","512812","119","\N","0","1537130244","web","181.135.96.79","\N"
"ECACEN21","2564753","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","6207","r","2","656","70","394","512812","119","\N","0","1537130247","web","181.135.96.79","\N"
